txid,timestamp,src_ip,dst_ip,src_port,dst_port,fee,script_type,geo_country,geo_asn,input_addresses,output_addresses,input_amounts,output_amounts
tx_cioh_consolidation_8_5558,1788465162,203.0.113.193,104.28.16.5,53813,8333,0.0003,p2wsh,IR,AS58224 - TIC,clustered_entity_43859311;clustered_entity_20993268;clustered_entity_73123515;clustered_entity_12601580;clustered_entity_82399599;clustered_entity_16990811,vault_target_56970882,0.66639;1.54659;0.43577;1.32358;0.87148;1.18248,6.02599
tx_benign_transfer_0472_3860,1788716445,192.0.2.233,104.28.16.5,49391,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_69948773,merchant_wallet_59629263,0.69529,0.69524
tx_benign_transfer_0702_4428,1788788776,198.51.100.187,104.28.16.5,32667,8333,8e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_92528662,merchant_wallet_18707112,2.13024,2.13014
tx_benign_transfer_0165_7516,1788623794,192.0.2.56,104.28.16.5,44078,8333,9e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_46042404,merchant_wallet_53334226,1.74625,1.74616
tx_benign_transfer_0638_3483,1788768651,194.26.193.193,104.28.16.5,47355,8333,6e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_28521285,merchant_wallet_67555628,1.04337,1.0433
tx_benign_transfer_0414_4783,1788697186,194.26.153.60,104.28.16.5,37566,8333,8e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_20667011,merchant_wallet_73968467,1.53383,1.53378
tx_gather_0_464863,1788496235,203.0.113.105,104.28.16.5,50921,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_76276072,gather_deposit_88802305,0.16714,0.16213
tx_benign_transfer_0823_2650,1788829195,194.26.111.48,104.28.16.5,38266,8333,0.0001,p2pkh,SC,AS51852 - Private Layer,benign_user_54866590,merchant_wallet_50850064,0.81088,0.81083
tx_benign_transfer_0199_5240,1788633032,198.51.100.235,104.28.16.5,56632,8333,4e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_36541600,merchant_wallet_96702893,0.93688,0.93681
tx_benign_transfer_0616_5921,1788761578,203.0.113.216,104.28.16.5,38147,8333,7e-05,p2pkh,IR,AS58224 - TIC,benign_user_86307568,merchant_wallet_16405980,1.19925,1.19921
tx_benign_transfer_0869_9964,1788842038,104.28.223.249,104.28.16.5,56128,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_76962870,merchant_wallet_22631766,0.0472,0.04712
tx_benign_transfer_0699_9633,1788787502,192.0.2.251,104.28.16.5,56182,8333,0.0001,p2pkh,NL,AS49981 - WorldStream,benign_user_18774822,merchant_wallet_25903904,0.93041,0.93035
tx_benign_transfer_0153_6003,1788619251,192.0.2.30,104.28.16.5,35998,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_78561753,merchant_wallet_62138657,1.68355,1.6835
tx_benign_transfer_0895_9261,1788850821,192.0.2.31,104.28.16.5,50691,8333,7e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_94197247,merchant_wallet_44927495,1.09913,1.09909
tx_benign_transfer_0894_3111,1788850682,104.28.241.163,104.28.16.5,42793,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_64105718,merchant_wallet_52698007,1.61464,1.61455
tx_benign_transfer_0703_7131,1788789307,104.28.128.133,104.28.16.5,45213,8333,4e-05,p2sh,US,AS13335 - Cloudflare,benign_user_60181152,merchant_wallet_80528150,0.97641,0.97632
tx_gather_1_243139,1788514753,194.26.222.18,104.28.16.5,49052,8333,0.0001,p2wpkh,SC,AS51852 - Private Layer,layer_48658617,gather_deposit_40158811,0.20632,0.20013
tx_benign_transfer_0326_6742,1788672521,104.28.151.206,104.28.16.5,54293,8333,9e-05,p2sh,US,AS13335 - Cloudflare,benign_user_87325627,merchant_wallet_23115341,2.00773,2.00764
tx_geo_anomaly_11_8381,1788488670,198.51.100.177,104.28.16.5,59458,8333,0.0002,p2wpkh,RU,AS12389 - Rostelecom,previously_benign_wallet_73070585,recipient_41068214,0.72427,0.70859
tx_ransom_peel_3_1_2040,1788427142,185.220.136.65,104.28.16.5,58128,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c3_hop_1,addr_cashout_peel_c3_2;addr_peel_change_c3_hop_2,2.29027,0.14619;2.14383
tx_benign_transfer_0766_8279,1788809875,192.0.2.60,104.28.16.5,49882,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_92220752,merchant_wallet_20921193,2.18485,2.18475
tx_benign_transfer_0190_6675,1788630877,104.28.163.215,104.28.16.5,52723,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_10196231,merchant_wallet_98221829,2.33167,2.33164
tx_cioh_consolidation_0_5930,1788451418,203.0.113.104,104.28.16.5,57954,8333,0.0003,p2wsh,IR,AS58224 - TIC,clustered_entity_10054484;clustered_entity_50785405;clustered_entity_48508907;clustered_entity_38210242;clustered_entity_67698610;clustered_entity_87844239,vault_target_91424737,1.18069;2.18246;1.79691;0.81797;2.09531;1.32369,9.39673
tx_benign_transfer_0385_3931,1788690251,192.0.2.143,104.28.16.5,54549,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_24161873,merchant_wallet_95714702,0.48176,0.48169
tx_benign_transfer_0391_4817,1788692238,104.28.66.208,104.28.16.5,39840,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_86378602,merchant_wallet_39183937,0.66982,0.66973
tx_coinjoin_mixer_7_3938,1788447178,203.0.113.189,104.28.16.5,50885,8333,0.0005,p2sh,IR,AS58224 - TIC,mix_in_65259205;mix_in_99913412;mix_in_43308443;mix_in_45810056;mix_in_31367172,clean_out_71780854;clean_out_56930359;clean_out_50962024;clean_out_40547349;clean_out_39920292,1.00247;1.00077;1.00268;1.00265;1.00106,1.0;1.0;1.0;1.0;1.0
tx_benign_transfer_0257_3508,1788651436,192.0.2.53,104.28.16.5,52780,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_50415166,merchant_wallet_66488410,0.95683,0.95676
tx_gather_3_926918,1788553922,203.0.113.113,104.28.16.5,41093,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_31203129,gather_deposit_71315464,0.08575,0.08318
tx_benign_transfer_0686_2077,1788784011,104.28.27.174,104.28.16.5,31828,8333,7e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_61198088,merchant_wallet_63912988,2.00794,2.00791
tx_benign_transfer_0317_2263,1788670240,104.28.132.165,104.28.16.5,39201,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_31120146,merchant_wallet_58616740,2.20627,2.20621
tx_ransom_peel_0_4_5552,1788422771,185.220.27.24,104.28.16.5,52449,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c0_hop_4,addr_cashout_peel_c0_5;addr_peel_change_c0_hop_5,2.02494,0.08887;1.93582
tx_benign_transfer_0434_9069,1788703885,203.0.113.207,104.28.16.5,35895,8333,9e-05,p2wpkh,IR,AS58224 - TIC,benign_user_48988647,merchant_wallet_35978571,1.53958,1.53952
tx_benign_transfer_0647_4831,1788772430,198.51.100.90,104.28.16.5,39804,8333,5e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_86875315,merchant_wallet_28786655,2.47261,2.47254
tx_benign_transfer_0504_9151,1788726379,104.28.46.41,104.28.16.5,51959,8333,9e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_96551756,merchant_wallet_58881166,0.38155,0.38146
tx_ransom_peel_3_3_2827,1788427250,185.220.245.185,104.28.16.5,48630,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c3_hop_3,addr_cashout_peel_c3_4;addr_peel_change_c3_hop_4,1.11087,0.12338;0.98724
tx_benign_transfer_0136_5123,1788612759,104.28.242.64,104.28.16.5,53622,8333,7e-05,p2sh,US,AS13335 - Cloudflare,benign_user_92767884,merchant_wallet_36246038,0.75638,0.7563
tx_ransom_peel_4_1_1009,1788428645,185.220.238.93,104.28.16.5,50076,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c4_hop_1,addr_cashout_peel_c4_2;addr_peel_change_c4_hop_2,2.1829,0.19974;1.98291
tx_benign_transfer_0435_4396,1788704015,104.28.205.158,104.28.16.5,43586,8333,6e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_56929234,merchant_wallet_85217695,0.06973,0.06966
tx_benign_transfer_0087_9700,1788597745,104.28.58.164,104.28.16.5,37629,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_54331259,merchant_wallet_73404979,1.85482,1.85477
tx_benign_transfer_0788_9684,1788817559,198.51.100.126,104.28.16.5,32094,8333,7e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_82340910,merchant_wallet_97469782,0.05917,0.0591
tx_benign_transfer_0450_2522,1788709752,185.220.209.206,104.28.16.5,52891,8333,6e-05,p2pkh,DE,AS205100 - Tor Exit Node,benign_user_51660066,merchant_wallet_96492401,1.8918,1.89174
tx_benign_transfer_0179_4329,1788627345,192.0.2.250,104.28.16.5,56478,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_62443094,merchant_wallet_88710263,0.70089,0.70084
tx_benign_transfer_0460_5819,1788713663,104.28.16.95,104.28.16.5,59526,8333,7e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_10113187,merchant_wallet_85165988,2.46619,2.46613
tx_benign_transfer_0020_8147,1788577772,198.51.100.5,104.28.16.5,45065,8333,9e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_87277086,merchant_wallet_67617561,0.18947,0.18938
tx_benign_transfer_0308_3879,1788667332,192.0.2.166,104.28.16.5,49877,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_28790705,merchant_wallet_82292089,1.93917,1.93911
tx_gather_3_409571,1788545280,203.0.113.6,104.28.16.5,52969,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_71682508,gather_deposit_71315464,0.08575,0.08318
tx_gather_2_749813,1788538192,203.0.113.175,104.28.16.5,47891,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_29348212,gather_deposit_45570755,0.24807,0.24063
tx_benign_transfer_0713_3276,1788793531,104.28.148.224,104.28.16.5,34205,8333,5e-05,p2sh,US,AS13335 - Cloudflare,benign_user_11299382,merchant_wallet_77082048,1.13043,1.13036
tx_benign_transfer_0126_2562,1788609587,192.0.2.230,104.28.16.5,47306,8333,9e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_38375916,merchant_wallet_86072480,1.09044,1.09036
tx_cioh_consolidation_7_8657,1788463310,185.220.236.33,104.28.16.5,57502,8333,0.0003,p2wsh,DE,AS205100 - Tor Exit Node,clustered_entity_13619375;clustered_entity_62884503;clustered_entity_89442503;clustered_entity_85751409;clustered_entity_98986321;clustered_entity_13637575,vault_target_21267237,0.89244;1.47676;0.37837;1.20755;2.13368;1.39166,7.48016
tx_benign_transfer_0355_6629,1788680743,192.0.2.59,104.28.16.5,40272,8333,5e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_45899536,merchant_wallet_91253395,2.12376,2.12373
tx_benign_transfer_0350_9748,1788679352,198.51.100.185,104.28.16.5,40345,8333,8e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_43685164,merchant_wallet_85448945,0.44975,0.44969
tx_benign_transfer_0666_3057,1788779220,104.28.78.146,104.28.16.5,43328,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_77166896,merchant_wallet_37307523,2.40905,2.40897
tx_outlier_high_urgency_0_4571,1788467242,185.220.120.180,104.28.16.5,48396,49152,0.05068,p2pkh,DE,AS205100 - Tor Exit Node,anomalous_funder_32520277,anomalous_recipient_25372341,0.22118,0.21222
tx_benign_transfer_0046_9312,1788584981,192.0.2.202,104.28.16.5,46633,8333,7e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_73100462,merchant_wallet_15843091,0.9079,0.9078
tx_benign_transfer_0818_9376,1788827879,104.28.48.64,104.28.16.5,39212,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_43199341,merchant_wallet_99433358,0.21571,0.21565
tx_benign_transfer_0172_3688,1788625244,185.220.113.90,104.28.16.5,53672,8333,4e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_30317091,merchant_wallet_65258766,0.3657,0.36563
tx_benign_transfer_0677_5544,1788782049,104.28.146.129,104.28.16.5,46187,8333,4e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_98562013,merchant_wallet_85927914,2.46082,2.46075
tx_benign_transfer_0170_1132,1788625112,104.28.179.88,104.28.16.5,56775,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_27740248,merchant_wallet_74115841,0.57322,0.57314
tx_benign_transfer_0290_9037,1788661231,194.26.203.147,104.28.16.5,48027,8333,6e-05,p2sh,SC,AS51852 - Private Layer,benign_user_52662313,merchant_wallet_80517332,1.56716,1.56707
tx_benign_transfer_0619_8371,1788762611,104.28.160.207,104.28.16.5,38685,8333,5e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_38329117,merchant_wallet_34842009,2.19312,2.19307
tx_benign_transfer_0543_4002,1788738894,104.28.196.25,104.28.16.5,49620,8333,8e-05,p2sh,US,AS13335 - Cloudflare,benign_user_53299559,merchant_wallet_52441045,1.60098,1.60094
tx_benign_transfer_0276_1761,1788657031,198.51.100.238,104.28.16.5,50750,8333,9e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_26538199,merchant_wallet_70465703,0.48454,0.48449
tx_benign_transfer_0506_6340,1788727318,192.0.2.108,104.28.16.5,36512,8333,8e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_40878564,merchant_wallet_24781783,0.299,0.29891
tx_benign_transfer_0432_2790,1788703062,192.0.2.147,104.28.16.5,53911,8333,0.0001,p2sh,NL,AS49981 - WorldStream,benign_user_21766833,merchant_wallet_74916146,0.53251,0.53247
tx_gather_0_901909,1788490961,203.0.113.173,104.28.16.5,48831,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_50814428,gather_deposit_88802305,0.16714,0.16213
tx_benign_transfer_0532_4639,1788734952,104.28.201.240,104.28.16.5,55136,8333,5e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_21219199,merchant_wallet_82264474,0.14703,0.14696
tx_benign_transfer_0671_5029,1788780874,192.0.2.170,104.28.16.5,40539,8333,5e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_90465362,merchant_wallet_54084785,2.4493,2.44922
tx_benign_transfer_0467_3327,1788715271,194.26.187.188,104.28.16.5,47249,8333,0.0001,p2pkh,SC,AS51852 - Private Layer,benign_user_72402697,merchant_wallet_79383794,0.29178,0.29172
tx_benign_transfer_0578_7649,1788750871,198.51.100.62,104.28.16.5,33721,8333,4e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_42962076,merchant_wallet_51680049,1.61865,1.6186
tx_benign_transfer_0129_9204,1788610391,104.28.191.250,104.28.16.5,41333,8333,3e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_41157840,merchant_wallet_20202996,1.89147,1.89143
tx_benign_transfer_0419_9498,1788699049,192.0.2.138,104.28.16.5,42963,8333,0.0001,p2wpkh,NL,AS49981 - WorldStream,benign_user_84853354,merchant_wallet_61995659,2.06926,2.06923
tx_benign_transfer_0811_1084,1788825453,104.28.90.228,104.28.16.5,53672,8333,4e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_11189670,merchant_wallet_23601326,1.15628,1.15623
tx_benign_transfer_0851_9633,1788837255,198.51.100.148,104.28.16.5,55447,8333,8e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_39438509,merchant_wallet_21710526,0.96772,0.96765
tx_benign_transfer_0384_5979,1788689987,198.51.100.20,104.28.16.5,37074,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,benign_user_23586205,merchant_wallet_41006711,0.67188,0.67185
tx_benign_transfer_0062_7708,1788590156,192.0.2.211,104.28.16.5,48838,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_96213226,merchant_wallet_19954260,1.79516,1.7951
tx_benign_transfer_0461_4854,1788713704,198.51.100.111,104.28.16.5,53010,8333,7e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_52698324,merchant_wallet_61377152,0.90452,0.90443
tx_benign_transfer_0135_5405,1788612380,192.0.2.78,104.28.16.5,38795,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_32442197,merchant_wallet_68341261,0.43226,0.4322
tx_benign_transfer_0239_4666,1788645074,203.0.113.65,104.28.16.5,49934,8333,9e-05,p2pkh,IR,AS58224 - TIC,benign_user_96267144,merchant_wallet_46960684,1.62196,1.62189
tx_geo_anomaly_7_3444,1788486153,198.51.100.208,104.28.16.5,58443,8333,0.0002,p2wpkh,RU,AS12389 - Rostelecom,previously_benign_wallet_50780112,recipient_43311626,0.35333,0.40321
tx_benign_transfer_0420_8201,1788699357,192.0.2.102,104.28.16.5,58979,8333,5e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_71920968,merchant_wallet_32345453,1.58031,1.58028
tx_benign_transfer_0083_8932,1788596260,192.0.2.50,104.28.16.5,38077,8333,5e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_40181142,merchant_wallet_49945150,1.69291,1.69282
tx_benign_transfer_0880_3695,1788845587,104.28.51.90,104.28.16.5,43733,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_31567333,merchant_wallet_68624154,2.25509,2.25504
tx_benign_transfer_0659_9235,1788777092,194.26.230.5,104.28.16.5,33941,8333,8e-05,p2sh,SC,AS51852 - Private Layer,benign_user_34124750,merchant_wallet_12546591,2.39366,2.39359
tx_benign_transfer_0426_3960,1788701322,104.28.31.231,104.28.16.5,34311,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_93558632,merchant_wallet_43971980,1.8281,1.828
tx_benign_transfer_0321_4548,1788671304,198.51.100.115,104.28.16.5,49874,8333,0.0001,p2pkh,RU,AS12389 - Rostelecom,benign_user_32893086,merchant_wallet_39442512,1.82266,1.82257
tx_benign_transfer_0063_3981,1788590730,192.0.2.197,104.28.16.5,34228,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_26664623,merchant_wallet_79538491,1.70347,1.70342
tx_benign_transfer_0181_6067,1788627488,104.28.171.190,104.28.16.5,51563,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_11699863,merchant_wallet_28416255,1.09186,1.0918
tx_benign_transfer_0824_6426,1788829338,104.28.93.190,104.28.16.5,56543,8333,6e-05,p2sh,US,AS13335 - Cloudflare,benign_user_80982664,merchant_wallet_91163313,1.67568,1.6756
tx_ransom_peel_2_1_4598,1788425645,185.220.59.211,104.28.16.5,41051,8333,0.00025,p2wpkh,DE,AS205100 - Tor Exit Node,addr_peel_change_c2_hop_1,addr_cashout_peel_c2_2;addr_peel_change_c2_hop_2,2.73568,0.22115;2.51428
tx_benign_transfer_0549_2766,1788741102,104.28.9.204,104.28.16.5,51619,8333,7e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_72959166,merchant_wallet_25961469,1.21579,1.21573
tx_benign_transfer_0792_6769,1788818419,192.0.2.156,104.28.16.5,47636,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_23288780,merchant_wallet_98934947,1.44691,1.44683
tx_ransom_peel_1_4_3664,1788424039,198.51.100.180,104.28.16.5,42339,8333,0.00025,p2wpkh,RU,AS12389 - Rostelecom,addr_peel_change_c1_hop_4,addr_cashout_peel_c1_5;addr_peel_change_c1_hop_5,0.95706,0.14255;0.81426
tx_gather_3_211834,1788542557,203.0.113.61,104.28.16.5,52496,8333,0.0001,p2wpkh,IR,AS58224 - TIC,layer_95618110,gather_deposit_71315464,0.08575,0.08318
tx_benign_transfer_0166_8951,1788624383,198.51.100.202,104.28.16.5,41263,8333,9e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_16166355,merchant_wallet_23364695,0.85101,0.85094
tx_benign_transfer_0643_4232,1788770883,194.26.226.78,104.28.16.5,32761,8333,3e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_62344046,merchant_wallet_26912191,1.63357,1.63349
tx_gather_4_507524,1788565053,198.51.100.117,104.28.16.5,52157,8333,0.0001,p2wpkh,RU,AS12389 - Rostelecom,layer_63339667,gather_deposit_45186708,0.27848,0.27013
tx_benign_transfer_0799_9021,1788821115,194.26.25.136,104.28.16.5,41432,8333,8e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_84026745,merchant_wallet_46380247,0.31752,0.31745
tx_benign_transfer_0225_1568,1788641259,192.0.2.129,104.28.16.5,48717,8333,9e-05,p2sh,NL,AS49981 - WorldStream,benign_user_93251648,merchant_wallet_29790089,0.59675,0.5967
tx_benign_transfer_0517_1898,1788730262,192.0.2.132,104.28.16.5,59819,8333,8e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_24893677,merchant_wallet_61399349,0.52579,0.52571
tx_benign_transfer_0065_9740,1788591290,192.0.2.24,104.28.16.5,46468,8333,7e-05,p2sh,NL,AS49981 - WorldStream,benign_user_87933054,merchant_wallet_30695604,1.3816,1.38156
tx_geo_anomaly_14_3718,1788490185,198.51.100.203,104.28.16.5,50079,8333,0.0002,p2wpkh,RU,AS12389 - Rostelecom,previously_benign_wallet_89865458,recipient_86397676,1.54812,1.84815
tx_benign_transfer_0096_4618,1788600042,194.26.57.246,104.28.16.5,34376,8333,6e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_91300905,merchant_wallet_60147077,1.60039,1.60029
tx_benign_transfer_0211_6198,1788637101,194.26.45.182,104.28.16.5,48414,8333,8e-05,p2sh,SC,AS51852 - Private Layer,benign_user_57892314,merchant_wallet_39962391,1.0978,1.09773
tx_benign_transfer_0898_5864,1788851758,194.26.50.138,104.28.16.5,57540,8333,5e-05,p2pkh,SC,AS51852 - Private Layer,benign_user_44960996,merchant_wallet_98484070,0.47452,0.47444
tx_benign_transfer_0654_5644,1788774640,104.28.56.47,104.28.16.5,56841,8333,8e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_26418573,merchant_wallet_83489212,1.47816,1.47813
tx_benign_transfer_0787_3051,1788817000,192.0.2.26,104.28.16.5,40657,8333,3e-05,p2sh,NL,AS49981 - WorldStream,benign_user_34815495,merchant_wallet_64402540,1.61505,1.61499
tx_benign_transfer_0175_7418,1788625655,198.51.100.76,104.28.16.5,51173,8333,3e-05,p2wpkh,RU,AS12389 - Rostelecom,benign_user_76422705,merchant_wallet_61792685,0.52156,0.52149
tx_benign_transfer_0828_8145,1788830632,185.220.18.124,104.28.16.5,43729,8333,7e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_12935999,merchant_wallet_32405653,2.23833,2.23827
tx_benign_transfer_0029_9586,1788580948,192.0.2.134,104.28.16.5,49982,8333,4e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_47969333,merchant_wallet_61998170,0.10746,0.10738
tx_benign_transfer_0853_8543,1788837593,198.51.100.37,104.28.16.5,57369,8333,9e-05,p2pkh,RU,AS12389 - Rostelecom,benign_user_42547451,merchant_wallet_38284690,2.16826,2.16817
tx_benign_transfer_0891_1124,1788849464,192.0.2.241,104.28.16.5,42276,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_48064741,merchant_wallet_45917890,2.05284,2.05276
tx_benign_transfer_0252_9700,1788649800,192.0.2.49,104.28.16.5,30587,8333,8e-05,p2sh,NL,AS49981 - WorldStream,benign_user_43396474,merchant_wallet_40368869,1.82934,1.82924
tx_benign_transfer_0205_9674,1788635838,104.28.92.197,104.28.16.5,49136,8333,0.0001,p2wpkh,US,AS13335 - Cloudflare,benign_user_23439803,merchant_wallet_43266810,2.02862,2.02857
tx_benign_transfer_0388_4504,1788691636,198.51.100.97,104.28.16.5,55090,8333,7e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_44103265,merchant_wallet_58319528,0.81539,0.81534
tx_benign_transfer_0505_1709,1788726853,104.28.27.190,104.28.16.5,31718,8333,9e-05,p2wpkh,US,AS13335 - Cloudflare,benign_user_31212522,merchant_wallet_13901068,1.09233,1.09228
tx_benign_transfer_0743_1099,1788803066,192.0.2.17,104.28.16.5,58503,8333,6e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_16993664,merchant_wallet_95143291,0.9599,0.95985
tx_benign_transfer_0691_6618,1788785110,198.51.100.75,104.28.16.5,42085,8333,0.0001,p2sh,RU,AS12389 - Rostelecom,benign_user_88710632,merchant_wallet_98271886,1.94098,1.94094
tx_benign_transfer_0463_2175,1788713912,104.28.166.5,104.28.16.5,34718,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_98305426,merchant_wallet_68617594,2.18311,2.18307
tx_benign_transfer_0145_4621,1788616072,192.0.2.115,104.28.16.5,42259,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_88999206,merchant_wallet_77171380,1.30181,1.30174
tx_benign_transfer_0264_8479,1788653008,192.0.2.70,104.28.16.5,57384,8333,6e-05,p2pkh,NL,AS49981 - WorldStream,benign_user_66604960,merchant_wallet_97086700,0.86338,0.86334
tx_benign_transfer_0445_1368,1788707881,192.0.2.148,104.28.16.5,54854,8333,5e-05,p2wpkh,NL,AS49981 - WorldStream,benign_user_53067834,merchant_wallet_36918105,0.12489,0.12482
tx_benign_transfer_0104_1372,1788602469,192.0.2.251,104.28.16.5,39776,8333,6e-05,p2sh,NL,AS49981 - WorldStream,benign_user_83074216,merchant_wallet_66925500,0.32709,0.32699
tx_benign_transfer_0368_9165,1788685431,104.28.96.119,104.28.16.5,52837,8333,9e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_20767361,merchant_wallet_29607576,1.23901,1.23896
tx_coinjoin_mixer_4_5956,1788441195,185.220.157.252,104.28.16.5,57332,8333,0.0005,p2sh,DE,AS205100 - Tor Exit Node,mix_in_11049999;mix_in_99639081;mix_in_84437458;mix_in_50181935;mix_in_99038526,clean_out_30863865;clean_out_46553958;clean_out_47816686;clean_out_91178885;clean_out_38270233,1.00076;1.0027;1.00116;1.00272;1.00236,1.0;1.0;1.0;1.0;1.0
tx_benign_transfer_0755_3716,1788806688,185.220.213.110,104.28.16.5,38286,8333,8e-05,p2sh,DE,AS205100 - Tor Exit Node,benign_user_81565068,merchant_wallet_98380502,0.21007,0.20998
tx_benign_transfer_0016_3549,1788576566,194.26.41.194,104.28.16.5,50245,8333,3e-05,p2wpkh,SC,AS51852 - Private Layer,benign_user_46521025,merchant_wallet_69473616,1.42331,1.42327
tx_benign_transfer_0305_6851,1788666432,104.28.33.172,104.28.16.5,51478,8333,5e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_93150000,merchant_wallet_19369589,1.81672,1.81666
tx_geo_anomaly_5_1200,1788485540,203.0.113.147,104.28.16.5,49317,8333,0.0002,p2wpkh,IR,AS58224 - TIC,previously_benign_wallet_73001391,recipient_55728776,1.06169,0.52185
tx_benign_transfer_0684_6465,1788783462,104.28.134.204,104.28.16.5,37757,8333,0.0001,p2sh,US,AS13335 - Cloudflare,benign_user_93156815,merchant_wallet_68858430,1.18921,1.18911
tx_benign_transfer_0492_7369,1788723200,104.28.17.203,104.28.16.5,47712,8333,8e-05,p2pkh,US,AS13335 - Cloudflare,benign_user_81664219,merchant_wallet_70305001,1.80215,1.80208
tx_benign_transfer_0764_3275,1788809036,198.51.100.7,104.28.16.5,49723,8333,4e-05,p2sh,RU,AS12389 - Rostelecom,benign_user_47509496,merchant_wallet_43358157,0.01768,0.01759
