ip_from,ip_to,country_code,asn_name
3640525312,3640525567,SG,UNKNOWN
3640525568,3640547327,US,UNKNOWN
3640547328,3640548095,ES,UNKNOWN
3640548096,3640548607,US,UNKNOWN
3640548608,3640548863,SG,UNKNOWN
3640548864,3640549119,HK,UNKNOWN
3640549120,3640557567,US,UNKNOWN
3640557568,3640560511,CA,UNKNOWN
3640560512,3640560583,US,UNKNOWN
3640560584,3640564335,CA,UNKNOWN
3640564336,3640564455,US,UNKNOWN
3640564456,3640578391,CA,UNKNOWN
3640578392,3640578559,US,UNKNOWN
3640578560,3640582143,CA,UNKNOWN
3640582144,3640606719,US,UNKNOWN
3640606720,3640614911,CA,UNKNOWN
3640614912,3640623103,US,UNKNOWN
3640623104,3640631295,CA,UNKNOWN
3640631296,3640636159,US,UNKNOWN
3640636160,3640636415,AU,UNKNOWN
3640636416,3640636671,GB,UNKNOWN
3640636672,3640647679,US,UNKNOWN
3640647680,3640651775,JP,UNKNOWN
3640651776,3640655871,US,UNKNOWN
3640655872,3641057655,DE,UNKNOWN
3641057656,3641057791,CZ,UNKNOWN
3641057792,3641140671,DE,UNKNOWN
3641140672,3641140735,US,UNKNOWN
3641140736,3641157951,DE,UNKNOWN
3641157952,3641158143,AT,UNKNOWN
3641158144,3641158399,DE,UNKNOWN
3641158400,3641158655,SZ,UNKNOWN
3641158656,3641159679,DE,UNKNOWN
3641159680,3641159935,ES,UNKNOWN
3641159936,3641180159,DE,UNKNOWN
3641180160,3641188351,GB,UNKNOWN
3641188352,3641192447,TJ,UNKNOWN
3641192448,3641196543,DE,UNKNOWN
3641196544,3641200639,SA,UNKNOWN
3641200640,3641204735,RU,UNKNOWN
3641204736,3641208831,NL,UNKNOWN
3641208832,3641209855,PL,UNKNOWN
3641209856,3641210111,MX,UNKNOWN
3641210112,3641210367,TM,UNKNOWN
3641210368,3641210623,DE,UNKNOWN
3641210624,3641210879,GB,UNKNOWN
3641210880,3641211903,TR,UNKNOWN
3641211904,3641212927,RU,UNKNOWN
3641212928,3641221119,NO,UNKNOWN
3641221120,3641229311,PL,UNKNOWN
3641229312,3641229823,CH,UNKNOWN
3641229824,3641230079,HK,UNKNOWN
3641230080,3641230847,US,UNKNOWN
3641230848,3641231103,FI,UNKNOWN
3641231104,3641231359,HK,UNKNOWN
3641231360,3641231615,SG,UNKNOWN
3641231616,3641231871,US,UNKNOWN
3641231872,3641232127,RO,UNKNOWN
3641232128,3641232383,GB,UNKNOWN
3641232384,3641235455,US,UNKNOWN
3641235456,3641235711,BG,UNKNOWN
3641235712,3641235967,JP,UNKNOWN
3641235968,3641236223,SE,UNKNOWN
3641236224,3641236479,CH,UNKNOWN
3641236480,3641236991,IN,UNKNOWN
3641236992,3641237503,BE,UNKNOWN
3641237504,3641241599,RU,UNKNOWN
3641241600,3641242879,GB,UNKNOWN
3641242880,3641243135,ES,UNKNOWN
3641243136,3641245439,GB,UNKNOWN
3641245440,3641245695,DE,UNKNOWN
3641245696,3641245951,UA,UNKNOWN
3641245952,3641246463,US,UNKNOWN
3641246464,3641246975,UA,UNKNOWN
3641246976,3641247487,MT,UNKNOWN
3641247488,3641247743,PL,UNKNOWN
3641247744,3641248255,UA,UNKNOWN
3641248256,3641248511,FR,UNKNOWN
3641248512,3641248767,UA,UNKNOWN
3641248768,3641249023,EE,UNKNOWN
3641249024,3641249279,US,UNKNOWN
3641249280,3641249791,BR,UNKNOWN
3641249792,3641250815,GB,UNKNOWN
3641250816,3641251839,BA,UNKNOWN
3641251840,3641253887,ES,UNKNOWN
3641253888,3641262079,DE,UNKNOWN
3641262080,3641266175,IT,UNKNOWN
3641266176,3641270271,RU,UNKNOWN
3641270272,3641278463,DE,UNKNOWN
3641278464,3641282559,IS,UNKNOWN
3641282560,3641286655,RU,UNKNOWN
3641286656,3641294847,PL,UNKNOWN
3641294848,3641298943,GB,UNKNOWN
3641298944,3641303039,SE,UNKNOWN
3641303040,3641307135,BG,UNKNOWN
3641307136,3641307391,LT,UNKNOWN
3641307392,3641307903,NL,UNKNOWN
3641307904,3641308159,LT,UNKNOWN
3641308160,3641308415,MK,UNKNOWN
3641308416,3641308671,MD,UNKNOWN
3641308672,3641308927,US,UNKNOWN
3641308928,3641309183,AL,UNKNOWN
3641309184,3641309695,LT,UNKNOWN
3641309696,3641309951,KZ,UNKNOWN
3641309952,3641310463,BE,UNKNOWN
3641310464,3641310719,ZA,UNKNOWN
3641310720,3641311231,LT,UNKNOWN
3641311232,3641315327,DE,UNKNOWN
3641315328,3641319423,DK,UNKNOWN
3641319424,3641323519,RU,UNKNOWN
3641323520,3641331711,DE,UNKNOWN
3641331712,3641335807,ES,UNKNOWN
3641335808,3641343999,SE,UNKNOWN
3641344000,3641353727,GB,UNKNOWN
3641353728,3641353983,NG,UNKNOWN
3641353984,3641355007,GB,UNKNOWN
3641355008,3641355263,NG,UNKNOWN
3641355264,3641356351,GB,UNKNOWN
3641356352,3641356543,NG,UNKNOWN
3641356544,3641360383,GB,UNKNOWN
3641360384,3641368575,RO,UNKNOWN
3641368576,3641368831,US,UNKNOWN
3641368832,3641369087,GB,UNKNOWN
3641369088,3641369343,SG,UNKNOWN
3641369344,3641369855,US,UNKNOWN
3641369856,3641370111,SG,UNKNOWN
3641370112,3641370367,AU,UNKNOWN
3641370368,3641370623,GB,UNKNOWN
3641370624,3641370879,IN,UNKNOWN
3641370880,3641372159,GB,UNKNOWN
3641372160,3641372415,IE,UNKNOWN
3641372416,3641372671,GB,UNKNOWN
3641372672,3641376767,BG,UNKNOWN
3641376768,3641380863,IT,UNKNOWN
3641380864,3641384959,IR,UNKNOWN
3641384960,3641389055,CH,UNKNOWN
3641389056,3641391426,DE,UNKNOWN
3641391427,3641391615,CH,UNKNOWN
3641391616,3641393151,DE,UNKNOWN
3641393152,3641397247,KZ,UNKNOWN
3641397248,3641401343,IT,UNKNOWN
3641401344,3641409535,ES,UNKNOWN
3641409536,3641413631,PL,UNKNOWN
3641413632,3641417727,DE,UNKNOWN
3641417728,3641418239,GE,UNKNOWN
3641418240,3641418495,GR,UNKNOWN
3641418496,3641418751,IL,UNKNOWN
3641418752,3641419263,TR,UNKNOWN
3641419264,3641419519,DE,UNKNOWN
3641419520,3641419775,FI,UNKNOWN
3641419776,3641420799,DE,UNKNOWN
3641420800,3641421311,CA,UNKNOWN
3641421312,3641421567,FR,UNKNOWN
3641421568,3641421823,SE,UNKNOWN
3641421824,3641425919,TJ,UNKNOWN
3641425920,3641430015,DE,UNKNOWN
3641430016,3641434111,CH,UNKNOWN
3641434112,3641442303,CZ,UNKNOWN
3641442304,3641446399,GB,UNKNOWN
3641446400,3641450495,ES,UNKNOWN
3641450496,3641454591,RU,UNKNOWN
3641454592,3641458687,SK,UNKNOWN
3641458688,3641462783,RU,UNKNOWN
3641462784,3641466879,UZ,UNKNOWN
3641466880,3641470975,RU,UNKNOWN
3641470976,3641475071,MD,UNKNOWN
3641475072,3641479167,IT,UNKNOWN
3641479168,3641479455,GB,UNKNOWN
3641479456,3641480191,DK,UNKNOWN
3641480192,3641480575,GB,UNKNOWN
3641480576,3641483263,DK,UNKNOWN
3641483264,3641491455,IT,UNKNOWN
3641491456,3641491967,UA,UNKNOWN
3641491968,3641492223,GR,UNKNOWN
3641492224,3641493503,UA,UNKNOWN
3641493504,3641494015,NL,UNKNOWN
3641494016,3641494527,BG,UNKNOWN
3641494528,3641494783,GR,UNKNOWN
3641494784,3641495039,UA,UNKNOWN
3641495040,3641495551,PL,UNKNOWN
3641495552,3641496063,NL,UNKNOWN
3641496064,3641496575,UA,UNKNOWN
3641496576,3641497343,PL,UNKNOWN
3641497344,3641497599,DE,UNKNOWN
3641497600,3641498111,UA,UNKNOWN
3641498112,3641498367,NL,UNKNOWN
3641498368,3641498623,IT,UNKNOWN
3641498624,3641498879,DE,UNKNOWN
3641498880,3641499647,UA,UNKNOWN
3641499648,3641503743,SA,UNKNOWN
3641503744,3641507839,RU,UNKNOWN
3641507840,3641516031,NO,UNKNOWN
3641516032,3641520127,HU,UNKNOWN
3641520128,3641524223,FR,UNKNOWN
3641524224,3641528319,DE,UNKNOWN
3641528320,3641532415,ES,UNKNOWN
3641532416,3641532927,HU,UNKNOWN
3641532928,3641533183,SA,UNKNOWN
3641533184,3641533439,AT,UNKNOWN
3641533440,3641535743,HU,UNKNOWN
3641535744,3641535999,US,UNKNOWN
3641536000,3641536511,HU,UNKNOWN
3641536512,3641540607,ES,UNKNOWN
3641540608,3641548799,GB,UNKNOWN
3641548800,3641552895,DE,UNKNOWN
3641552896,3641556991,AT,UNKNOWN
3641556992,3641561087,DE,UNKNOWN
3641561088,3641565183,RU,UNKNOWN
3641565184,3641566943,SE,UNKNOWN
3641566944,3641566975,DK,UNKNOWN
3641566976,3641567771,SE,UNKNOWN
3641567772,3641567999,NO,UNKNOWN
3641568000,3641569031,SE,UNKNOWN
3641569032,3641569279,DK,UNKNOWN
3641569280,3641570047,SE,UNKNOWN
3641570048,3641570303,NO,UNKNOWN
3641570304,3641572303,SE,UNKNOWN
3641572304,3641572351,NO,UNKNOWN
3641572352,3641572647,SE,UNKNOWN
3641572648,3641572863,NO,UNKNOWN
3641572864,3641573375,SE,UNKNOWN
3641573376,3641577471,NO,UNKNOWN
3641577472,3641581567,RU,UNKNOWN
3641581568,3641585663,ES,UNKNOWN
3641585664,3641589759,RU,UNKNOWN
3641589760,3641593855,CH,UNKNOWN
3641593856,3641594879,NG,UNKNOWN
3641594880,3641595135,CM,UNKNOWN
3641595136,3641596327,NG,UNKNOWN
3641596328,3641596415,NA,UNKNOWN
3641596416,3641597951,NG,UNKNOWN
3641597952,3641602047,AZ,UNKNOWN
3641602048,3641606143,DE,UNKNOWN
3641606144,3641610239,GB,UNKNOWN
3641610240,3641618431,DE,UNKNOWN
3641618432,3641622527,GB,UNKNOWN
3641622528,3641626623,RU,UNKNOWN
3641626624,3641630719,HR,UNKNOWN
3641630720,3641634815,AT,UNKNOWN
3641634816,3641638911,RU,UNKNOWN
3641638912,3641643007,AT,UNKNOWN
3641643008,3641647103,RU,UNKNOWN
3641647104,3641647623,ES,UNKNOWN
3641647624,3641647871,PT,UNKNOWN
3641647872,3641649431,ES,UNKNOWN
3641649432,3641649663,LU,UNKNOWN
3641649664,3641651199,ES,UNKNOWN
3641651200,3641655295,RU,UNKNOWN
3641655296,3641659391,GB,UNKNOWN
3641659392,3641663487,FR,UNKNOWN
3641663488,3641667583,MT,UNKNOWN
3641667584,3641668607,GB,UNKNOWN
3641668608,3641670655,ZW,UNKNOWN
3641670656,3641670911,SO,UNKNOWN
3641670912,3641671167,GB,UNKNOWN
3641671168,3641671423,ZW,UNKNOWN
3641671424,3641671679,LS,UNKNOWN
3641671680,3641679871,RU,UNKNOWN
3641679872,3641681919,SG,UNKNOWN
3641681920,3641683967,US,UNKNOWN
3641683968,3641688063,KZ,UNKNOWN
3641688064,3641692159,RU,UNKNOWN
3641692160,3641696255,IT,UNKNOWN
3641696256,3641700351,BE,UNKNOWN
3641700352,3641704447,SE,UNKNOWN
3641704448,3641708543,FR,UNKNOWN
3641708544,3641712639,RU,UNKNOWN
3641712640,3641716735,NL,UNKNOWN
3641716736,3641720831,GB,UNKNOWN
3641720832,3641729023,MK,UNKNOWN
3641729024,3641733119,DK,UNKNOWN
3641733120,3641737215,AT,UNKNOWN
3641737216,3641741311,RS,UNKNOWN
3641741312,3641745407,ES,UNKNOWN
3641745408,3641749503,DE,UNKNOWN
3641749504,3641753599,CZ,UNKNOWN
3641753600,3641757695,SE,UNKNOWN
3641757696,3641761791,GB,UNKNOWN
3641761792,3641765887,CY,UNKNOWN
3641765888,3641769983,ES,UNKNOWN
3641769984,3641774079,NO,UNKNOWN
3641774080,3641778175,DE,UNKNOWN
3641778176,3641782271,PL,UNKNOWN
3641782272,3641786367,GB,UNKNOWN
3641786368,3641790463,SE,UNKNOWN
3641790464,3641794559,LT,UNKNOWN
3641794560,3641798655,RS,UNKNOWN
3641798656,3641802751,RU,UNKNOWN
3641802752,3641806847,NL,UNKNOWN
3641806848,3641810943,US,UNKNOWN
3641810944,3641819135,RU,UNKNOWN
3641819136,3641823231,DE,UNKNOWN
3641823232,3641827327,NO,UNKNOWN
3641827328,3641835519,BH,UNKNOWN
3641835520,3641839615,IT,UNKNOWN
3641839616,3641839983,GB,UNKNOWN
3641839984,3641840127,SE,UNKNOWN
3641840128,3641841667,GB,UNKNOWN
3641841668,3641841919,DE,UNKNOWN
3641841920,3641843711,GB,UNKNOWN
3641843712,3641847807,ES,UNKNOWN
3641847808,3641848063,IR,UNKNOWN
3641848064,3641848319,US,UNKNOWN
3641848320,3641848575,RU,UNKNOWN
3641848576,3641848831,UA,UNKNOWN
3641848832,3641849855,IN,UNKNOWN
3641849856,3641850879,US,UNKNOWN
3641850880,3641851903,RU,UNKNOWN
3641851904,3641856255,NL,UNKNOWN
3641856256,3641856511,DE,UNKNOWN
3641856512,3641856767,FR,UNKNOWN
3641856768,3641857023,NL,UNKNOWN
3641857024,3641857287,GB,UNKNOWN
3641857288,3641857535,TR,UNKNOWN
3641857536,3641858047,FR,UNKNOWN
3641858048,3641858303,AZ,UNKNOWN
3641858304,3641858559,BE,UNKNOWN
3641858560,3641858815,IR,UNKNOWN
3641858816,3641859071,GB,UNKNOWN
3641859072,3641859327,IT,UNKNOWN
3641859328,3641859583,LV,UNKNOWN
3641859584,3641859839,IR,UNKNOWN
3641859840,3641860095,NL,UNKNOWN
3641860096,3641868287,IT,UNKNOWN
3641868288,3641876479,RU,UNKNOWN
3641876480,3641880575,ES,UNKNOWN
3641880576,3641884671,DE,UNKNOWN
3641884672,3641888767,NO,UNKNOWN
3641888768,3641889791,TR,UNKNOWN
3641889792,3641890815,GB,UNKNOWN
3641890816,3641891839,UA,UNKNOWN
3641891840,3641892351,FR,UNKNOWN
3641892352,3641892863,IT,UNKNOWN
3641892864,3641896959,ES,UNKNOWN
3641896960,3641901055,BG,UNKNOWN
3641901056,3641901311,RO,UNKNOWN
3641901312,3641901567,DE,UNKNOWN
3641901568,3641901823,JP,UNKNOWN
3641901824,3641902079,RO,UNKNOWN
3641902080,3641902335,LV,UNKNOWN
3641902336,3641903615,RO,UNKNOWN
3641903616,3641903871,HK,UNKNOWN
3641903872,3641904383,RO,UNKNOWN
3641904384,3641904639,DE,UNKNOWN
3641904640,3641905151,RO,UNKNOWN
3641905152,3641906175,ZA,UNKNOWN
3641906176,3641907199,PT,UNKNOWN
3641907200,3641907455,AE,UNKNOWN
3641907456,3641907711,ZA,UNKNOWN
3641907712,3641908223,NL,UNKNOWN
3641908224,3641908735,ZA,UNKNOWN
3641908736,3641909247,NL,UNKNOWN
3641909248,3641913343,AT,UNKNOWN
3641913344,3641917439,FR,UNKNOWN
3641917440,3641917783,GR,UNKNOWN
3641917784,3641917951,US,UNKNOWN
3641917952,3641919951,GR,UNKNOWN
3641919952,3641919967,US,UNKNOWN
3641919968,3641921175,GR,UNKNOWN
3641921176,3641921279,US,UNKNOWN
3641921280,3641921535,GR,UNKNOWN
3641921536,3641921791,US,UNKNOWN
3641921792,3641925631,GR,UNKNOWN
3641925632,3641932031,RU,UNKNOWN
3641932032,3641932287,BY,UNKNOWN
3641932288,3641932543,NL,UNKNOWN
3641932544,3641933823,RU,UNKNOWN
3641933824,3641937919,GG,UNKNOWN
3641937920,3641942015,IT,UNKNOWN
3641942016,3641947495,DE,UNKNOWN
3641947496,3641947647,GB,UNKNOWN
3641947648,3641950207,DE,UNKNOWN
3641950208,3641954303,FR,UNKNOWN
3641954304,3641958399,MD,UNKNOWN
3641958400,3641960699,BE,UNKNOWN
3641960700,3641960703,NL,UNKNOWN
3641960704,3641961727,BE,UNKNOWN
3641961728,3641961983,NL,UNKNOWN
3641961984,3641962495,BE,UNKNOWN
3641962496,3641966591,GB,UNKNOWN
3641966592,3641970687,IT,UNKNOWN
3641970688,3641975619,GB,UNKNOWN
3641975620,3641975807,FR,UNKNOWN
3641975808,3641978879,GB,UNKNOWN
3641978880,3641980671,US,UNKNOWN
3641980672,3641980927,DE,UNKNOWN
3641980928,3641981183,GB,UNKNOWN
3641981184,3641981439,BR,UNKNOWN
3641981440,3641981695,FR,UNKNOWN
3641981696,3641981951,ES,UNKNOWN
3641981952,3641982719,BR,UNKNOWN
3641982720,3641982975,US,UNKNOWN
3641982976,3641991167,RU,UNKNOWN
3641991168,3641995263,SE,UNKNOWN
3641995264,3641999359,DE,UNKNOWN
3641999360,3642003455,HU,UNKNOWN
3642003456,3642007551,RU,UNKNOWN
3642007552,3642015743,UA,UNKNOWN
3642015744,3642019839,CH,UNKNOWN
3642019840,3642023935,SY,UNKNOWN
3642023936,3642028031,EG,UNKNOWN
3642028032,3642029055,US,UNKNOWN
3642029056,3642030079,GB,UNKNOWN
3642030080,3642031103,IT,UNKNOWN
3642031104,3642031359,IR,UNKNOWN
3642031360,3642031615,AL,UNKNOWN
3642031616,3642031871,NL,UNKNOWN
3642031872,3642032127,TR,UNKNOWN
3642032128,3642036223,PS,UNKNOWN
3642036224,3642040319,HU,UNKNOWN
3642040320,3642041087,BY,UNKNOWN
3642041088,3642041343,LV,UNKNOWN
3642041344,3642048511,BY,UNKNOWN
3642048512,3642049535,US,UNKNOWN
3642049536,3642050559,GB,UNKNOWN
3642050560,3642051583,SG,UNKNOWN
3642051584,3642052607,US,UNKNOWN
3642052608,3642056703,IN,UNKNOWN
3642056704,3642060799,RU,UNKNOWN
3642060800,3642064895,KE,UNKNOWN
3642064896,3642065151,SE,UNKNOWN
3642065152,3642065407,IT,UNKNOWN
3642065408,3642065663,SE,UNKNOWN
3642065664,3642065919,IT,UNKNOWN
3642065920,3642067711,SE,UNKNOWN
3642067712,3642067967,CA,UNKNOWN
3642067968,3642068479,SE,UNKNOWN
3642068480,3642068735,CA,UNKNOWN
3642068736,3642068991,SE,UNKNOWN
3642068992,3642073087,AL,UNKNOWN
3642073088,3642074623,LV,UNKNOWN
3642074624,3642074879,BY,UNKNOWN
3642074880,3642077183,LV,UNKNOWN
3642077184,3642081271,BE,UNKNOWN
3642081272,3642081279,GB,UNKNOWN
3642081280,3642085375,NL,UNKNOWN
3642085376,3642089471,RU,UNKNOWN
3642089472,3642093567,SE,UNKNOWN
3642093568,3642097663,NL,UNKNOWN
3642097664,3642097919,DK,UNKNOWN
3642097920,3642098175,NO,UNKNOWN
3642098176,3642098687,NL,UNKNOWN
3642098688,3642098943,FR,UNKNOWN
3642098944,3642099199,EE,UNKNOWN
3642099200,3642099455,UA,UNKNOWN
3642099456,3642099711,TR,UNKNOWN
3642099712,3642099967,GB,UNKNOWN
3642099968,3642100223,RU,UNKNOWN
3642100224,3642100479,FI,UNKNOWN
3642100480,3642100735,FR,UNKNOWN
3642100736,3642100991,GB,UNKNOWN
3642100992,3642101247,RO,UNKNOWN
3642101248,3642101503,FR,UNKNOWN
3642101504,3642101759,DE,UNKNOWN
3642101760,3642104831,NL,UNKNOWN
3642104832,3642105855,US,UNKNOWN
3642105856,3642109951,NO,UNKNOWN
3642109952,3642114047,BE,UNKNOWN
3642114048,3642118143,NO,UNKNOWN
3642118144,3642122239,GB,UNKNOWN
3642122240,3642126335,ES,UNKNOWN
3642126336,3642130431,IL,UNKNOWN
3642130432,3642134527,CH,UNKNOWN
3642134528,3642138623,GB,UNKNOWN
3642138624,3642142719,RU,UNKNOWN
3642142720,3642146815,MT,UNKNOWN
3642146816,3642150911,DE,UNKNOWN
3642150912,3642155775,IT,UNKNOWN
3642155776,3642156031,FI,UNKNOWN
3642156032,3642156543,IN,UNKNOWN
3642156544,3642157055,JP,UNKNOWN
3642157056,3642157339,US,UNKNOWN
3642157340,3642157567,IT,UNKNOWN
3642157568,3642157935,US,UNKNOWN
3642157936,3642158079,IT,UNKNOWN
3642158080,3642158471,US,UNKNOWN
3642158472,3642158591,IT,UNKNOWN
3642158592,3642159103,US,UNKNOWN
3642159104,3642159615,BE,UNKNOWN
3642159616,3642160127,DE,UNKNOWN
3642160128,3642160639,JP,UNKNOWN
3642160640,3642161151,PL,UNKNOWN
3642161152,3642161663,BE,UNKNOWN
3642161664,3642162175,DE,UNKNOWN
3642162176,3642162687,NZ,UNKNOWN
3642162688,3642163199,US,UNKNOWN
3642163200,3642164047,NL,UNKNOWN
3642164048,3642164223,AF,UNKNOWN
3642164224,3642167295,NL,UNKNOWN
3642167296,3642171391,RU,UNKNOWN
3642171392,3642175487,JO,UNKNOWN
3642175488,3642179583,DE,UNKNOWN
3642179584,3642187775,RU,UNKNOWN
3642187776,3642190591,DK,UNKNOWN
3642190592,3642190623,NO,UNKNOWN
3642190624,3642191423,DK,UNKNOWN
3642191424,3642191615,ES,UNKNOWN
3642191616,3642191871,ZA,UNKNOWN
3642191872,3642195967,BY,UNKNOWN
3642195968,3642201343,RU,UNKNOWN
3642201344,3642201599,NL,UNKNOWN
3642201600,3642204159,RU,UNKNOWN
3642204160,3642206463,IM,UNKNOWN
3642206464,3642206719,GB,UNKNOWN
3642206720,3642206975,IM,UNKNOWN
3642206976,3642207231,GB,UNKNOWN
3642207232,3642207487,IM,UNKNOWN
3642207488,3642207807,GB,UNKNOWN
3642207808,3642208031,IM,UNKNOWN
3642208032,3642208255,GB,UNKNOWN
3642208256,3642212351,RU,UNKNOWN
3642212352,3642216447,BA,UNKNOWN
3642216448,3642220543,ES,UNKNOWN
3642220544,3642224639,GB,UNKNOWN
3642224640,3642228735,SK,UNKNOWN
3642228736,3642232831,DE,UNKNOWN
3642232832,3642236927,RS,UNKNOWN
3642236928,3642245119,DE,UNKNOWN
3642245120,3642253311,FR,UNKNOWN
3642253312,3642257407,FI,UNKNOWN
3642257408,3642261503,RU,UNKNOWN
3642261504,3642265599,BA,UNKNOWN
3642265600,3642269695,IR,UNKNOWN
3642269696,3642273791,UA,UNKNOWN
3642273792,3642277887,RU,UNKNOWN
3642277888,3642290175,DE,UNKNOWN
3642290176,3642294271,AL,UNKNOWN
3642294272,3642295295,GB,UNKNOWN
3642295296,3642295551,SG,UNKNOWN
3642295552,3642295807,PL,UNKNOWN
3642295808,3642296319,GB,UNKNOWN
3642296320,3642296575,DE,UNKNOWN
3642296576,3642296831,GB,UNKNOWN
3642296832,3642297087,PL,UNKNOWN
3642297088,3642297343,GB,UNKNOWN
3642297344,3642297599,US,UNKNOWN
3642297600,3642297855,GB,UNKNOWN
3642297856,3642298367,KR,UNKNOWN
3642298368,3642302463,AZ,UNKNOWN
3642302464,3642302975,SE,UNKNOWN
3642302976,3642303231,GB,UNKNOWN
3642303232,3642304031,SE,UNKNOWN
3642304032,3642304036,GB,UNKNOWN
3642304037,3642306559,SE,UNKNOWN
3642306560,3642310655,IR,UNKNOWN
3642310656,3642314751,DE,UNKNOWN
3642314752,3642315775,UA,UNKNOWN
3642315776,3642318847,RU,UNKNOWN
3642318848,3642322943,FI,UNKNOWN
3642322944,3642325503,AT,UNKNOWN
3642325504,3642326015,NL,UNKNOWN
3642326016,3642327039,AT,UNKNOWN
3642327040,3642331135,DE,UNKNOWN
3642331136,3642335231,RU,UNKNOWN
3642335232,3642339327,DE,UNKNOWN
3642339328,3642343423,FR,UNKNOWN
3642343424,3642347519,UA,UNKNOWN
3642347520,3642355711,RU,UNKNOWN
3642355712,3642359807,SE,UNKNOWN
3642359808,3642367999,RU,UNKNOWN
3642368000,3642376191,CH,UNKNOWN
3642376192,3642380287,RS,UNKNOWN
3642380288,3642384383,IT,UNKNOWN
3642384384,3642392575,NL,UNKNOWN
3642392576,3642394623,SA,UNKNOWN
3642394624,3642396671,FR,UNKNOWN
3642396672,3642404863,MD,UNKNOWN
3642404864,3642405887,IT,UNKNOWN
3642405888,3642406143,ES,UNKNOWN
3642406144,3642406399,IT,UNKNOWN
3642406400,3642406911,ES,UNKNOWN
3642406912,3642407935,PL,UNKNOWN
3642407936,3642408447,ES,UNKNOWN
3642408448,3642408703,PE,UNKNOWN
3642408704,3642408959,VE,UNKNOWN
3642408960,3642413055,FR,UNKNOWN
3642413056,3642415103,RS,UNKNOWN
3642415104,3642415359,TR,UNKNOWN
3642415360,3642415615,LT,UNKNOWN
3642415616,3642415871,FR,UNKNOWN
3642415872,3642416127,BG,UNKNOWN
3642416128,3642416383,CY,UNKNOWN
3642416384,3642416639,CZ,UNKNOWN
3642416640,3642416895,IR,UNKNOWN
3642416896,3642417151,IT,UNKNOWN
3642417152,3642419455,DE,UNKNOWN
3642419456,3642419711,GB,UNKNOWN
3642419712,3642419967,DE,UNKNOWN
3642419968,3642420223,GB,UNKNOWN
3642420224,3642421247,DE,UNKNOWN
3642421248,3642425343,US,UNKNOWN
3642425344,3642429439,DE,UNKNOWN
3642429440,3642433535,GB,UNKNOWN
3642433536,3642435583,CY,UNKNOWN
3642435584,3642436607,RU,UNKNOWN
3642436608,3642437119,CY,UNKNOWN
3642437120,3642437631,GB,UNKNOWN
3642437632,3642439423,CY,UNKNOWN
3642439424,3642439679,RU,UNKNOWN
3642439680,3642441727,CY,UNKNOWN
3642441728,3642449919,IT,UNKNOWN
3642449920,3642454015,CH,UNKNOWN
3642454016,3642458111,IT,UNKNOWN
3642458112,3642462207,RU,UNKNOWN
3642462208,3642466303,UA,UNKNOWN
3642466304,3642467327,SE,UNKNOWN
3642467328,3642467839,DK,UNKNOWN
3642467840,3642474495,SE,UNKNOWN
3642474496,3642478591,DE,UNKNOWN
3642478592,3642482687,HU,UNKNOWN
3642482688,3642486783,NL,UNKNOWN
3642486784,3642490879,GB,UNKNOWN
3642490880,3642494975,IM,UNKNOWN
3642494976,3642497023,GB,UNKNOWN
3642497024,3642499071,CA,UNKNOWN
3642499072,3642499855,SE,UNKNOWN
3642499856,3642500095,LU,UNKNOWN
3642500096,3642501119,SE,UNKNOWN
3642501120,3642503167,LU,UNKNOWN
3642503168,3642507263,LV,UNKNOWN
3642507264,3642509311,IT,UNKNOWN
3642509312,3642511359,RU,UNKNOWN
3642511360,3642515455,CZ,UNKNOWN
3642515456,3642517151,DE,UNKNOWN
3642517152,3642517247,FR,UNKNOWN
3642517248,3642519551,DE,UNKNOWN
3642519552,3642523647,IT,UNKNOWN
3642523648,3642523903,US,UNKNOWN
3642523904,3642524159,FI,UNKNOWN
3642524160,3642524415,US,UNKNOWN
3642524416,3642524671,PL,UNKNOWN
3642524672,3642524927,RU,UNKNOWN
3642524928,3642525183,IE,UNKNOWN
3642525184,3642525439,PL,UNKNOWN
3642525440,3642525695,NL,UNKNOWN
3642525696,3642525951,IT,UNKNOWN
3642525952,3642526207,US,UNKNOWN
3642526208,3642526463,NL,UNKNOWN
3642526464,3642526719,TR,UNKNOWN
3642526720,3642526975,PT,UNKNOWN
3642526976,3642527231,RU,UNKNOWN
3642527232,3642527487,PL,UNKNOWN
3642527488,3642527743,PT,UNKNOWN
3642527744,3642531839,PL,UNKNOWN
3642531840,3642532607,DK,UNKNOWN
3642532608,3642532863,US,UNKNOWN
3642532864,3642535935,DK,UNKNOWN
3642535936,3642540031,IS,UNKNOWN
3642540032,3642544127,SE,UNKNOWN
3642544128,3642552319,RU,UNKNOWN
3642552320,3642552495,NL,UNKNOWN
3642552496,3642552831,GB,UNKNOWN
3642552832,3642553091,EE,UNKNOWN
3642553092,3642553343,SE,UNKNOWN
3642553344,3642553599,LV,UNKNOWN
3642553600,3642553783,HU,UNKNOWN
3642553784,3642554111,LV,UNKNOWN
3642554112,3642554367,RU,UNKNOWN
3642554368,3642554623,LT,UNKNOWN
3642554624,3642554879,SE,UNKNOWN
3642554880,3642555135,EE,UNKNOWN
3642555136,3642555391,LT,UNKNOWN
3642555392,3642555647,SE,UNKNOWN
3642555648,3642555903,EE,UNKNOWN
3642555904,3642556159,GB,UNKNOWN
3642556160,3642556415,DE,UNKNOWN
